DBN,School Name,Total Grads Pct of cohort
17K625,PAUL ROBESON HIGH SCHOOL,56.10%
17K625,PAUL ROBESON HIGH SCHOOL,57.90%
17K625,PAUL ROBESON HIGH SCHOOL,47.00%
17K625,PAUL ROBESON HIGH SCHOOL,51.90%
18K232,WINTHROP SCHOOL,s
18K415,SAMUEL J. TILDEN HIGH SCHOOL,41.30%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,50.90%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,54.20%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,39.00%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,53.00%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,56.80%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,39.40%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,53.80%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,57.20%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,41.80%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,50.60%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,56.00%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,36.90%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,40.80%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,51.40%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,52.50%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,59.00%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,59.00%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,66.70%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,67.30%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,s
18K415,SAMUEL J. TILDEN HIGH SCHOOL,s
18K500,CANARSIE HIGH SCHOOL,40.20%
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,s
18K500,CANARSIE HIGH SCHOOL,44.90%
18K500,CANARSIE HIGH SCHOOL,47.90%
18K500,CANARSIE HIGH SCHOOL,29.00%
18K500,CANARSIE HIGH SCHOOL,37.50%
18K500,CANARSIE HIGH SCHOOL,40.90%
18K500,CANARSIE HIGH SCHOOL,31.60%
18K500,CANARSIE HIGH SCHOOL,45.50%
18K500,CANARSIE HIGH SCHOOL,50.60%
18K500,CANARSIE HIGH SCHOOL,32.80%
18K500,CANARSIE HIGH SCHOOL,46.20%
18K500,CANARSIE HIGH SCHOOL,47.60%
18K500,CANARSIE HIGH SCHOOL,36.20%
18K500,CANARSIE HIGH SCHOOL,41.10%
18K500,CANARSIE HIGH SCHOOL,45.50%
18K500,CANARSIE HIGH SCHOOL,47.70%
18K500,CANARSIE HIGH SCHOOL,42.20%
18K500,CANARSIE HIGH SCHOOL,45.70%
18K500,CANARSIE HIGH SCHOOL,47.30%
18K500,CANARSIE HIGH SCHOOL,47.30%
18K500,CANARSIE HIGH SCHOOL,38.30%
18K500,CANARSIE HIGH SCHOOL,38.30%
18K515,SOUTH SHORE HIGH SCHOOL,35.40%
18K515,SOUTH SHORE HIGH SCHOOL,48.00%
18K515,SOUTH SHORE HIGH SCHOOL,50.40%
18K515,SOUTH SHORE HIGH SCHOOL,32.70%
18K515,SOUTH SHORE HIGH SCHOOL,46.00%
18K515,SOUTH SHORE HIGH SCHOOL,49.70%
18K515,SOUTH SHORE HIGH SCHOOL,31.50%
18K515,SOUTH SHORE HIGH SCHOOL,44.30%
18K515,SOUTH SHORE HIGH SCHOOL,49.30%
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,s
18K515,SOUTH SHORE HIGH SCHOOL,28.40%
18K515,SOUTH SHORE HIGH SCHOOL,41.30%
18K515,SOUTH SHORE HIGH SCHOOL,45.60%
18K515,SOUTH SHORE HIGH SCHOOL,36.20%
18K515,SOUTH SHORE HIGH SCHOOL,39.30%
18K515,SOUTH SHORE HIGH SCHOOL,45.90%
18K515,SOUTH SHORE HIGH SCHOOL,47.40%
18K515,SOUTH SHORE HIGH SCHOOL,42.40%
18K515,SOUTH SHORE HIGH SCHOOL,42.40%
18K515,SOUTH SHORE HIGH SCHOOL,48.20%
18K515,SOUTH SHORE HIGH SCHOOL,48.20%
18K563,IT TAKES A VILLAGE ACADEMY,s
18K563,IT TAKES A VILLAGE ACADEMY,s
18K563,IT TAKES A VILLAGE ACADEMY,s
18K563,IT TAKES A VILLAGE ACADEMY,s
18K563,IT TAKES A VILLAGE ACADEMY,s
18K563,IT TAKES A VILLAGE ACADEMY,s
18K563,IT TAKES A VILLAGE ACADEMY,s
18K563,IT TAKES A VILLAGE ACADEMY,s
18K563,IT TAKES A VILLAGE ACADEMY,87.90%
18K563,IT TAKES A VILLAGE ACADEMY,90.70%
18K566,BROOKLYN GENERATION SCHOOL,s
18K566,BROOKLYN GENERATION SCHOOL,s
18K566,BROOKLYN GENERATION SCHOOL,s
18K566,BROOKLYN GENERATION SCHOOL,s
18K566,BROOKLYN GENERATION SCHOOL,s
18K566,BROOKLYN GENERATION SCHOOL,s
18K566,BROOKLYN GENERATION SCHOOL,s
18K566,BROOKLYN GENERATION SCHOOL,s
18K566,BROOKLYN GENERATION SCHOOL,s
18K566,BROOKLYN GENERATION SCHOOL,55.10%
18K566,BROOKLYN GENERATION SCHOOL,55.10%
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,s
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,s
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,72.60%
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,72.60%
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,65.20%
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,66.30%
18K576,VICTORY COLLEGIATE HIGH SCHOOL,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,70.40%
18K576,VICTORY COLLEGIATE HIGH SCHOOL,79.00%
18K578,BROOKLYN BRIDGE ACADEMY,s
18K578,BROOKLYN BRIDGE ACADEMY,s
18K578,BROOKLYN BRIDGE ACADEMY,s
18K578,BROOKLYN BRIDGE ACADEMY,s
18K578,BROOKLYN BRIDGE ACADEMY,s
18K578,BROOKLYN BRIDGE ACADEMY,s
18K578,BROOKLYN BRIDGE ACADEMY,6.10%
18K578,BROOKLYN BRIDGE ACADEMY,31.00%
18K578,BROOKLYN BRIDGE ACADEMY,44.80%
18K578,BROOKLYN BRIDGE ACADEMY,13.10%
18K578,BROOKLYN BRIDGE ACADEMY,14.30%
18K578,BROOKLYN BRIDGE ACADEMY,19.80%
18K578,BROOKLYN BRIDGE ACADEMY,32.30%
18K578,BROOKLYN BRIDGE ACADEMY,14.90%
18K578,BROOKLYN BRIDGE ACADEMY,21.80%
18K642,URBAN ACTION ACADEMY,s
18K578,BROOKLYN BRIDGE ACADEMY,28.70%
18K578,BROOKLYN BRIDGE ACADEMY,36.60%
18K578,BROOKLYN BRIDGE ACADEMY,11.20%
18K578,BROOKLYN BRIDGE ACADEMY,16.30%
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,s
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,s
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,s
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,s
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,74.50%
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,78.20%
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,s
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,s
18K635,OLYMPUS ACADEMY,s
18K635,OLYMPUS ACADEMY,s
18K635,OLYMPUS ACADEMY,s
18K635,OLYMPUS ACADEMY,3.40%
18K635,OLYMPUS ACADEMY,3.40%
18K635,OLYMPUS ACADEMY,21.50%
18K635,OLYMPUS ACADEMY,58.50%
18K635,OLYMPUS ACADEMY,16.80%
18K635,OLYMPUS ACADEMY,19.80%
18K635,OLYMPUS ACADEMY,40.90%
18K635,OLYMPUS ACADEMY,42.70%
18K635,OLYMPUS ACADEMY,15.40%
18K635,OLYMPUS ACADEMY,16.90%
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,s
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,s
18K642,URBAN ACTION ACADEMY,s
18K642,URBAN ACTION ACADEMY,s
18K642,URBAN ACTION ACADEMY,s
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,s
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,18.20%
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,42.30%
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,4.30%
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,7.20%
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,32.20%
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,35.60%
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,10.20%
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,11.40%
19K409,EAST NEW YORK FAMILY ACADEMY,64.70%
19K409,EAST NEW YORK FAMILY ACADEMY,73.50%
19K409,EAST NEW YORK FAMILY ACADEMY,76.50%
19K409,EAST NEW YORK FAMILY ACADEMY,67.30%
19K409,EAST NEW YORK FAMILY ACADEMY,81.60%
19K409,EAST NEW YORK FAMILY ACADEMY,81.60%
19K409,EAST NEW YORK FAMILY ACADEMY,72.50%
19K409,EAST NEW YORK FAMILY ACADEMY,82.40%
19K409,EAST NEW YORK FAMILY ACADEMY,90.00%
19K409,EAST NEW YORK FAMILY ACADEMY,81.70%
19K409,EAST NEW YORK FAMILY ACADEMY,93.20%
19K409,EAST NEW YORK FAMILY ACADEMY,93.20%
19K409,EAST NEW YORK FAMILY ACADEMY,80.60%
19K409,EAST NEW YORK FAMILY ACADEMY,87.10%
19K409,EAST NEW YORK FAMILY ACADEMY,93.20%
19K409,EAST NEW YORK FAMILY ACADEMY,96.70%
19K409,EAST NEW YORK FAMILY ACADEMY,79.10%
19K409,EAST NEW YORK FAMILY ACADEMY,84.60%
19K409,EAST NEW YORK FAMILY ACADEMY,90.80%
19K409,EAST NEW YORK FAMILY ACADEMY,90.80%
19K409,EAST NEW YORK FAMILY ACADEMY,83.60%
19K409,EAST NEW YORK FAMILY ACADEMY,86.60%
19K420,FRANKLIN K LANE HIGH SCHOOL,31.50%
19K420,FRANKLIN K LANE HIGH SCHOOL,41.40%
19K420,FRANKLIN K LANE HIGH SCHOOL,44.00%
19K420,FRANKLIN K LANE HIGH SCHOOL,34.60%
19K420,FRANKLIN K LANE HIGH SCHOOL,44.60%
19K420,FRANKLIN K LANE HIGH SCHOOL,48.50%
19K420,FRANKLIN K LANE HIGH SCHOOL,31.50%
19K420,FRANKLIN K LANE HIGH SCHOOL,42.00%
19K420,FRANKLIN K LANE HIGH SCHOOL,45.50%
19K420,FRANKLIN K LANE HIGH SCHOOL,28.90%
19K420,FRANKLIN K LANE HIGH SCHOOL,39.20%
19K420,FRANKLIN K LANE HIGH SCHOOL,42.70%
19K420,FRANKLIN K LANE HIGH SCHOOL,34.00%
19K420,FRANKLIN K LANE HIGH SCHOOL,38.30%
19K420,FRANKLIN K LANE HIGH SCHOOL,43.40%
19K420,FRANKLIN K LANE HIGH SCHOOL,48.30%
19K420,FRANKLIN K LANE HIGH SCHOOL,38.30%
19K420,FRANKLIN K LANE HIGH SCHOOL,42.30%
19K420,FRANKLIN K LANE HIGH SCHOOL,51.40%
19K420,FRANKLIN K LANE HIGH SCHOOL,53.50%
19K420,FRANKLIN K LANE HIGH SCHOOL,44.90%
19K420,FRANKLIN K LANE HIGH SCHOOL,49.10%
19K435,THOMAS JEFFERSON HIGH SCHOOL,24.50%
19K435,THOMAS JEFFERSON HIGH SCHOOL,32.10%
19K435,THOMAS JEFFERSON HIGH SCHOOL,37.60%
19K435,THOMAS JEFFERSON HIGH SCHOOL,32.30%
19K435,THOMAS JEFFERSON HIGH SCHOOL,43.50%
19K435,THOMAS JEFFERSON HIGH SCHOOL,45.20%
19K435,THOMAS JEFFERSON HIGH SCHOOL,43.00%
19K435,THOMAS JEFFERSON HIGH SCHOOL,46.00%
19K435,THOMAS JEFFERSON HIGH SCHOOL,50.20%
19K435,THOMAS JEFFERSON HIGH SCHOOL,s
19K435,THOMAS JEFFERSON HIGH SCHOOL,s
19K435,THOMAS JEFFERSON HIGH SCHOOL,s
19K435,THOMAS JEFFERSON HIGH SCHOOL,s
19K435,THOMAS JEFFERSON HIGH SCHOOL,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,50.00%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,61.20%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,64.60%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,54.90%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,56.90%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,64.40%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,66.00%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,55.20%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,55.20%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,57.50%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,58.60%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,59.40%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,64.40%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,s
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,s
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,s
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,s
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,s
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,s
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,42.20%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,55.10%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,59.50%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,60.00%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,63.20%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,69.10%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,73.40%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,59.50%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,67.60%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,70.80%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,70.80%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,62.80%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,72.70%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,s
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,s
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,s
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,s
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,s
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,s
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,76.30%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,80.80%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,84.40%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,70.20%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,70.20%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,75.30%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,79.30%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,68.50%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,72.10%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,78.70%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,80.60%
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,s
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,53.30%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,62.90%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,s
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,s
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,s
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,s
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,s
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,s
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,68.40%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,80.90%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,84.80%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,63.00%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,65.40%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,70.70%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,74.40%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,24.20%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,67.40%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,72.20%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,73.20%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,63.90%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,67.00%
19K583,MULTICULTURAL HIGH SCHOOL,s
19K583,MULTICULTURAL HIGH SCHOOL,s
19K583,MULTICULTURAL HIGH SCHOOL,s
19K583,MULTICULTURAL HIGH SCHOOL,s
19K583,MULTICULTURAL HIGH SCHOOL,50.90%
19K583,MULTICULTURAL HIGH SCHOOL,51.90%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,69.60%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,79.40%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,80.40%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,63.10%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,73.80%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,77.70%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,69.20%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,75.80%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,78.70%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,61.10%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,75.30%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,78.20%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,66.70%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,71.70%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,78.60%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,80.70%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,65.30%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,75.10%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,82.90%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,83.80%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,76.10%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,85.30%
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,s
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,s
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,s
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,s
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,s
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,s
19K639,BROOKLYN LAB SCHOOL,s
19K639,BROOKLYN LAB SCHOOL,s
19K639,BROOKLYN LAB SCHOOL,s
19K639,BROOKLYN LAB SCHOOL,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,57.50%
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,60.40%
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,75.00%
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,75.00%
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,46.90%
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,53.10%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,31.30%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,41.20%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,45.70%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,35.50%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,44.60%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,46.70%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,39.80%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,49.20%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,50.20%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,39.00%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,49.80%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,52.70%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,40.10%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,43.90%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,47.60%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,51.30%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,43.40%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,55.30%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,58.40%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,60.20%
25Q285,WORLD JOURNALISM PREPARATORY,s
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,45.60%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,60.70%
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS,",s
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS,",s
20K445,NEW UTRECHT HIGH SCHOOL,53.20%
20K445,NEW UTRECHT HIGH SCHOOL,61.30%
20K445,NEW UTRECHT HIGH SCHOOL,63.50%
20K445,NEW UTRECHT HIGH SCHOOL,49.00%
20K445,NEW UTRECHT HIGH SCHOOL,62.00%
20K445,NEW UTRECHT HIGH SCHOOL,63.40%
20K445,NEW UTRECHT HIGH SCHOOL,58.10%
20K445,NEW UTRECHT HIGH SCHOOL,66.90%
20K445,NEW UTRECHT HIGH SCHOOL,69.80%
20K445,NEW UTRECHT HIGH SCHOOL,59.20%
20K445,NEW UTRECHT HIGH SCHOOL,69.10%
20K445,NEW UTRECHT HIGH SCHOOL,72.10%
20K445,NEW UTRECHT HIGH SCHOOL,62.80%
20K445,NEW UTRECHT HIGH SCHOOL,67.60%
20K445,NEW UTRECHT HIGH SCHOOL,73.40%
20K445,NEW UTRECHT HIGH SCHOOL,75.50%
20K445,NEW UTRECHT HIGH SCHOOL,64.30%
20K445,NEW UTRECHT HIGH SCHOOL,67.60%
20K445,NEW UTRECHT HIGH SCHOOL,72.60%
20K445,NEW UTRECHT HIGH SCHOOL,73.10%
20K445,NEW UTRECHT HIGH SCHOOL,69.50%
20K445,NEW UTRECHT HIGH SCHOOL,71.50%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,61.20%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,70.20%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,71.70%
25Q285,WORLD JOURNALISM PREPARATORY,s
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,66.00%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,71.10%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,74.20%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,75.00%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,81.40%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,83.50%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,76.80%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,84.40%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,84.60%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,78.10%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,79.90%
